Session.ID,Session.Title,Date,Start.Time,Location
12478,Conservation/Popn Dynamics: Spatial Models to Facilitate Broad-Scale Conservation of Breeding Habitat for Secretive Marsh Birds,6/25/19,1045,5
13392,Conservation/Popn Dynamics: Road Mortality in Barn Owls: Identifying Temporal and Spatial Hotspots in the Fraser Valley of British Columbia,6/25/19,1145,5
13468,Conservation/Popn Dynamics: A Bayesian network approach for improved seasonal distribution models of long-distance migratory passerines using Tyrannus flycatchers,6/25/19,1100,5
12905,Conservation/Popn Dynamics: Contrasting long-term population trends of beach-nesting shorebirds under shared environmental conditions,6/25/19,1115,5
12762,Conservation/Popn Dynamics: Investigation of population change in a hurricane affected Piping Plover population,6/25/19,1130,5
12681,Habitat relationships: Shrub encroachment alters distributions and demography of breeding birds in semiarid grasslands,6/25/19,1030,6
12975,Habitat relationships: Are We Sure About Shearing? Evaluating the Impact of a Widely Used but Poorly Assessed Habitat Management Practice,6/25/19,1045,6
12833,"Habitat relationships: Restoration Success: Avian Richness and Abundance Among 1,000 Acres of Restored San Francisco Bay Tidal Marsh Habitat, Based on Point Count Surveys That Employ Citizen Scientists",6/25/19,1100,6
12809,Habitat relationships: Post-fire nest site selection and survival of Black-backed Woodpeckers,6/25/19,1115,6
12867,Habitat relationships: Identifying critical nesting habitat for ducks in Alberta’s western boreal forest,6/25/19,1130,6
13061,Habitat relationships: Persistence in a Changing Landscape: Recurring Bird Concentration Areas on Alaska's Arctic Coastal Plain,6/25/19,1145,6
13253,Movements/Dispersal: Effects of source population and release strategy on reintroduced Scaled Quail mortality and dispersal,6/25/19,1030,7
12458,Movements/Dispersal: A burning question: Does personality predict how pre-breeding Florida Scrub-Jays explore habitat in a fire history mosaic?,6/25/19,1045,7
12710,Movements/Dispersal: Long-term dynamics of breeding dispersal distances by adult Northern Spotted Owls,6/25/19,1100,7
13285,Movements/Dispersal: Does experimental local extinction of a flowering plant affect hummingbird movement patterns?,6/25/19,1115,7
13487,Movements/Dispersal: Habitat Use and Foraging Flights of Roseate Spoonbills in Florida Bay,6/25/19,1130,7
13218,Movements/Dispersal: The allometry of movement and connectivity of bird communities,6/25/19,1145,7
13405,Phylogenetics/Phylogeography: Evolution of migration in the Nightingale-thrushes (Turdidae: Catharus) inferred via morphometric and phylogenetic analysis,6/25/19,1030,8
13363,Phylogenetics/Phylogeography: Multiple hybrid zones in a widespread Amazonian bird reveal different evolutionary processes,6/25/19,1045,8
13300,Phylogenetics/Phylogeography: Fine-scale genetic population structure of an understory bird (Thamnophilus atrinucha) across the Panama Canal Zone,6/25/19,1100,8
13051,Phylogenetics/Phylogeography: Comparative phylogeography of Amazonian riverine island birds,6/25/19,1115,8
13290,Phylogenetics/Phylogeography: Contrasting drivers of diversity and turnover in Andean birds and their parasites,6/25/19,1130,8
13344,Phylogenetics/Phylogeography: Resolving difficult nodes in manakin phylogeny using low-coverage whole genome sequencing,6/25/19,1145,8
12742,Population biology: Growth of two Atlantic Coast Piping Plover populations,6/25/19,1030,1
13320,Population biology: When the freezer breaks: will climate warming impact the persistence of resident birds in Alaska?,6/25/19,1045,1
13130,Population biology: Population genomics of Hawaiian House Finches (Haemorhous mexicanus): investigating genetic variation of an introduced population,6/25/19,1100,1
13159,Population biology: Using integrated models to identify ecology and population dynamics of a threatened arctic species,6/25/19,1115,1
13102,Population biology: Population dynamics of a long-distance migratory passerine at the edge of its range,6/25/19,1130,1
13286,Population biology: Using museum specimens to investigate fitness variation across avian hybrid zones,6/25/19,1145,1
13347,Sexual selection: Can male zebra finches perceive their own quality and adjust mate choice accordingly?,6/25/19,1030,9
13515,Sexual selection: Experimentally increasing perceived competition for nests reduces female reproductive performance and extra-pair offspring,6/25/19,1045,9
12849,Sexual selection: Male Red Carotenoid Coloration Indicates Mitochondrial Performance in the House Finch,6/25/19,1100,9
12814,"Sexual selection: Infanticide and Adoption in the Green-rumped Parrotlet: Killing Cavities, Remorseless Rogues and Betrayed Saints",6/25/19,1115,9
13139,Sexual selection: Within-pair annual and lifetime reproductive success drives the opportunity for sexual selection in black-throated blue warblers,6/25/19,1130,9
13520,"Sexual selection: Associations of the cloacal microbiome with sexual ornamentation, condition, sex and habitat in molting House Finches",6/25/19,1145,9
13311,Songs/Vocalizations: It's the same old song: benefits of song dialects in the Lapland Longspur,6/25/19,1030,4
12772,Songs/Vocalizations: Behavioral landscape of 'Oma'o vocalizations in a naturally fragmented habitat,6/25/19,1045,4
13091,Songs/Vocalizations: Behavioral and Spectrographic Analysis of Chatter: A Novel Vocalization in Northern Mockingbirds,6/25/19,1100,4
12952,Songs/Vocalizations: Repertoire size and individual variation in vocalizations of ʻŌmaʻo (Myadestes obscurus) an endemic Hawaiian thrush,6/25/19,1115,4
13364,Songs/Vocalizations: Deep Convolutional Neural Network to Detect Forest Owls of the Pacific Northwest,6/25/19,1130,4
12780,"Songs/Vocalizations: Sex and species divergence in vocalizations between role-reversed shorebirds, Jacana spinosa and Jacana jacana",6/25/19,1145,4
13449,Breeding biology: Can nest concealment in Wood Thrushes predict reproductive success?,6/25/19,1400,4
12724,"Breeding biology: Nest survival, predator assemblage, and patterns of predation at Veery (Catharus fuscescens) nests in a mature forest",6/25/19,1415,4
12911,Breeding biology: Viewing habitat through another lens: Bird nest-site selection and productivity across the beach thermal landscape,6/25/19,1430,4
13368,"Breeding biology: Intraspecific variation and adaptive significance of a little-known life-history trait, laying interval length, along a latitudinal gradient",6/25/19,1445,4
12965,Breeding biology: Macroevolutionary dynamics of egg colour and patterning,6/25/19,1500,4
13413,Breeding biology: To kill a mockingbird: the combined effects of two radically different parasites,6/25/19,1515,4
12961,Climate: Validating climate suitability projections: Community science reveals that birds track their ecological niche in summer and winter,6/25/19,1400,2
12792,Climate: Climate change threatens a songbird population through its impacts on breeding,6/25/19,1415,2
13217,Climate: Contrasting Demographic Responses of Eastern Bluebird Populations to Climatic Variability,6/25/19,1430,2
12690,Climate: Climate warming reduces population growth and recruitment rates over 30 years in an Afrotropical bird community,6/25/19,1445,2
13398,"Climate: Climate, storm-petrels, and chick growth",6/25/19,1500,2
13135,Climate: Using big data to assess the vulnerability of North American Birds to climate change,6/25/19,1515,2
13203,"Conservation: Forest management, habitat conservation and monitoring Northern Goshawks in Southeast Alaska",6/25/19,1445,5
13232,Conservation: Grassland bird response to spring cover crops in an agricultural landscape,6/25/19,1500,5
12830,Conservation: Experimental forest fragmentation alters interaction networks of Amazonian mixed-species flocks,6/25/19,1430,5
13201,Conservation: Cross-scale interaction effects of climate and forest patch size on the persistence of forest-interior birds,6/25/19,1400,5
12747,Conservation: Extinction debt and species credit in tropical forest bird communities: conservation implications for two biodiversity hotspots,6/25/19,1415,5
13423,Conservation: Using remote sensing of avian habitat to direct bird conservation,6/25/19,1515,5
12842,Evolution: A tale of two transects: sexual selection across a hummingbird hybrid zone,6/25/19,1400,9
13514,Evolution: Cultural Evolution Promotes Rapid Character Displacement in Sympatric Crossbills,6/25/19,1415,9
12928,Evolution: The relative roles of natural selection and sexual selection in speciation in the tanagers,6/25/19,1430,9
13547,Evolution: Pleistocene glacial cycles and the relative ease of speciation with periodic gene flow,6/25/19,1445,9
12659,Evolution: Early stage of the speciation process: Two coloration genes underlie species differences in a pair of capuchino seedeaters (Sporophila)”,6/25/19,1500,9
13500,Evolution: Signal evolution and morphological complexity in hummingbirds (Aves: Trochilidae),6/25/19,1515,9
13041,Migration: A Range-wide geolocator project fills critical knowledge gaps of our understanding of the full annual cycle of Cerulean Warblers,6/25/19,1400,7
12886,Migration: Phenology of the Purple Martin Annual Cycle,6/25/19,1415,7
13394,Migration: Conservation implications of a migratory network for the Common Nighthawk,6/25/19,1430,7
12945,Migration: Conservation in the Context of Migratory Connectivity: A Golden-winged Warbler Case Study,6/25/19,1445,7
13313,"Migration: Migratory pathways, stopover locations, and wintering destinations of Flammulated Owls breeding in Colorado",6/25/19,1500,7
13179,Migration: Full annual cycle ecologyof migratory birds in the lower Great Lakes,6/25/19,1515,7
12860,Phylogeography: Genomic Signatures of Pleistocene Dry Forest Connections in a Widespread South American Songbird,6/25/19,1400,8
12836,Phylogeography: Using ancient DNA from fossils to place an extinct flightless bird genus in a phylogenetic context,6/25/19,1415,8
13032,Phylogeography: Comparative phylogeography of four lowland forest birds distributed across the Dahomey Gap of West Africa,6/25/19,1430,8
13054,Phylogeography: Comparative genomics reveal modes of differentiation in North American warm desert birds,6/25/19,1445,8
13323,"Phylogeography: The Genetics of Adaptation and Diversification of the “Great Speciators,” the Wallacean Zosterops",6/25/19,1500,8
12972,Phylogeography: Testing the causes of speciation with gene flow in a Neotropical avian species pair (Pachyramphus aglaiae),6/25/19,1515,8
13265,"Abundance, occupancy, trends: eBird Status and Trends: Species Distributions and Population Trends with Citizen Science Data",6/25/19,1600,4
12679,"Abundance, occupancy, trends: Combining BBS and PIF Population Data to Estimate Recent Changes in Illinois’ Total Bird Population",6/25/19,1615,4
13210,"Abundance, occupancy, trends: Results from a decade of banding Yellow Rails in Oklahoma and Texas",6/25/19,1630,4
13422,"Abundance, occupancy, trends: Population trends and habitat associations of conservation priority bird species in Iowa",6/25/19,1645,4
12942,"Abundance, occupancy, trends: Do drones bug songbirds?",6/25/19,1700,4
13419,"Abundance, occupancy, trends: Risk Assessment of Great Lakes piping plovers using eABM: An R package to run Environment Agent-based Models",6/25/19,1715,4
13040,Climate: Characterizing a century of species losses in an isolated tropical forest fragment,6/25/19,1600,2
12794,Climate: Dominance in hummingbird communities: an alternative  way to visually represent it,6/25/19,1615,2
13489,Climate: Plague management on prairie dog colonies maintains habitat for grassland passerines and raptors,6/25/19,1630,2
12738,Climate: Behavioral niche partitioning reexamined: do behavioral foraging differences predict dietary differences?,6/25/19,1645,2
12735,Climate: Functional changes in assemblages of avian frugivores following extinction and invasion,6/25/19,1700,2
13245,"Climate: Shifts in avian community composition across a human-modified landscape in Borneo, Malaysia",6/25/19,1715,2
12662,Conservation: Fear of predators influences nestling condition across a suburbanization gradient,6/25/19,1600,5
13189,Conservation: Testing the proposed IUCN Green List categories and criteria,6/25/19,1615,5
13496,Conservation: Saving the Red Siskin (Spinus cucullatus): Managing new flock member introductions in captivity,6/25/19,1630,5
13010,Conservation: Conservation of tidal marsh sparrows in an urban setting referencing range wide nesting occurrence,6/25/19,1645,5
13365,"Conservation: Integrating genetic, population monitoring, and climate data to inform conservation of a declining migratory bird",6/25/19,1700,5
12717,Conservation: Response of a southern California riparian bird community to habitat destruction by the invasive Kuroshio shot hole borer,6/25/19,1715,5
13166,Life history/Behavior: Evolution of polygyny in weaverbirds (family Ploceidae),6/25/19,1600,9
13506,Life history/Behavior: Patterns and causes of tropical montane life histories: an observational and experimental study in Malaysian Borneo,6/25/19,1615,9
13395,Life history/Behavior: Quantifying trade-offs in migration and reproduction in long-distance migratory birds of contrasting life history,6/25/19,1630,9
13090,Life history/Behavior: Timing is of the essence: later breeding predicts lower survival in American kestrels (Falco sparverius),6/25/19,1645,9
13297,Life history/Behavior: Loggers in artificial eggs reveal scarlet macaw incubation in natural and artificial nests,6/25/19,1700,9
12929,Life history/Behavior: Application of a novel nest density estimator: an example using sagebrush-steppe songbirds,6/25/19,1715,9
13100,Migration: Satellite tracking a wide‑ranging endangered vulture species to target conservation actions in the Middle East and East Africa,6/25/19,1600,7
13161,Migration: Synthesis of migration ecology in the Gulf of Mexico guides species conservation,6/25/19,1615,7
13476,Migration: Messy eaters: DNA on dirty talons and beaks reveal what a migrating raptor eats,6/25/19,1630,7
13406,Migration: Winter ecology and spring migration timing of Swainson’s Thrush using forest and shade coffee plantations in Colombia,6/25/19,1645,7
13268,Migration: Population-Level Importance and Migratory Connectivity of a Shorebird Staging Site in the Midcontinental Flyway,6/25/19,1700,7
13050,Migration: Idiosyncratic changes in spring arrival dates of Pacific Northwest migratory birds,6/25/19,1715,7
13326,Phylogenetics: Genomic and phenotypic divergence in Red Warblers (Cardellina rubra),6/25/19,1600,8
13282,Phylogenetics: A Phylogenomic Tree of Screech-Owls: Elucidating the Evolution of Color Polymorphism and its Ecological Correlates,6/25/19,1615,8
12829,Phylogenetics: Phylogenomics of the Parrots of the World,6/25/19,1630,8
12700,Phylogenetics: Phylogenomics of pigeons and doves from whole genome sequencing,6/25/19,1645,8
13063,Phylogenetics: Wild Turkey speciation seen through full genomes,6/25/19,1700,8
12888,Phylogenetics: Molecular phylogeny of whistling ducks (Dendrocygninae),6/25/19,1715,8
12414,Lightning Talks: Long-term data show shifts in urban bird communities by land use type in Arizona,6/27/19,1030,7
13484,Lightning Talks: Nesting sites and declining snowpack co-limit habitat of North Americas highest-elevation breeding bird,6/27/19,1035,7
13497,Lightning Talks: Diversity of grassland bird communities as a function of grazer species on the Northern Great Plains,6/27/19,1040,7
13117,Lightning Talks: Differential effects of landscape composition and patch size on avian habitat use of restored fields in agriculturally fragmented landscapes,6/27/19,1045,7
13462,"Lightning Talks: Fast Relief: Immediate Benefits From Reducing Invasive,  Non-native Overpopulations Of Canada Goose Via Addling Their Eggs",6/27/19,1050,7
13485,Lightning Talks: Patterns of change within the avian community of Acadia National Park: long-term changes and a case study in human development,6/27/19,1055,7
13428,Lightning Talks: Quantifying snag resources for cavity-nesting birds and Red-cockaded Woodpecker cavity usurpation in old-growth longleaf pine,6/27/19,1100,7
12944,Lightning Talks: Is Kluane Lake in the Yukon Territory a superhighway for Alaska’s migrating Golden Eagles?,6/27/19,1105,7
13103,"Lightning Talks: Earlier spring arrival of migrant birds at the Aras Ornithological Research Station, Igdir, Turkey",6/27/19,1110,7
12791,Lightning Talks: Nocturnal flight calls influence vulnerability to artificial light and building collision,6/27/19,1115,7
13350,"Lightning Talks: Winter Movement of Brown-capped Rosy-Finches (Leucosticte australis) between Feeder Sites in Colorado, USA",6/27/19,1120,7
13304,Lightning Talks: Habitat Use of Hawaiian Short-eared Owls (Asio flammeus sandwichensis) in Hawai‘i,6/27/19,1125,7
,Lightning Talks: ,6/27/19,1130,7
13105,Lightning Talks: Mexican hummingbird nesting,6/26/19,1030,9
13503,Lightning Talks: Colorful and Calm or Angry and Ornamented: Correlated Nest Defense and Uv and Melanin Ornaments in Eastern Bluebirds,6/26/19,1035,9
13457,Lightning Talks: Social polygyny and genetic confirmation using minION DNA sequencing in the Eastern Bluebird,6/26/19,1040,9
13214,Lightning Talks: Individual distinctiveness in vocalizations of a suboscine songbird,6/26/19,1045,9
13351,Lightning Talks: Cross –species Responsiveness to Auditory Stimuli:  Do Birds and Humans React to Similar Sounds in Similar Ways?,6/26/19,1050,9
13444,Lightning Talks: Painting the Bunting: The molecular and structural basis for coloration of Painted Bunting (Passerina ciris),6/26/19,1055,9
13360,Lightning Talks: Dynamics of remigial molt of captive spectacled (Somateria fischeri) and Steller’s eiders (Polysticta stelleri),6/26/19,1100,9
12917,Lightning Talks: Bill Divergence and Speciation in the New World Jays (Corvidae),6/26/19,1105,9
13507,"Lightning Talks: Connecting the Dots: Identifying Melanistic Pathways in a Polymorphic Raptor, Buteo jamaicensis harlani",6/26/19,1110,9
13336,Lightning Talks: Hybridization between Red-crowned and Lilac-crowned parrots in Southern California,6/26/19,1115,9
13289,Lightning Talks: Where did Cuban bobwhites come from?,6/26/19,1120,9
13122,Lightning Talks: Phylogeny and evolution of the Gallopheasants,6/26/19,1125,9
13491,Lightning Talks: Phylogenomics of Euphoniinae subfamily (Aves:Fringillidae): a taxonomic and biogeographic review,6/26/19,1130,9
12797,"Lightning Talks: Genetic, morphological and color variation in Piranga bidentata (Aves:Cardinalidae)",6/26/19,1135,9
13301,Sym: Birds with benefits: evidence and trade-offs of multiple-benefit conservation focused on birds: What is multiple-benefit conservation and why care?,6/27/19,1030,8
13280,Sym: Birds with benefits: evidence and trade-offs of multiple-benefit conservation focused on birds: Trade-offs between carbon storage and biodiversity conservation in reforested riparian zones,6/27/19,1045,8
13025,Sym: Birds with benefits: evidence and trade-offs of multiple-benefit conservation focused on birds: Dynamic Replenishment: Implementing a multi-benefit approach to creating bird habitat and recharging groundwater,6/27/19,1100,8
13414,Sym: Birds with benefits: evidence and trade-offs of multiple-benefit conservation focused on birds: Waterbird habitat quality and groundwater recharge potential of alfalfa in the San Joaquin Valley,6/27/19,1115,8
13380,Sym: Birds with benefits: evidence and trade-offs of multiple-benefit conservation focused on birds: Multiple benefits from a migratory bird species: Where they originate and how it matters to management,6/27/19,1130,8
13278,Sym: Birds with benefits: evidence and trade-offs of multiple-benefit conservation focused on birds: Designing coastal conservation to achieve both ecological and human well-being goals,6/27/19,1145,8
13225,"Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Estimating avian abundance from unmarked populations: requirements, assumptions, and finding the best method for your research",6/27/19,1030,11
12935,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Sampling design considerations for making strong inference from large-scale monitoring programs,6/27/19,1045,11
12753,"Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: On a simulated day, you can see forever: Comparing analytical methods using simulated point counts",6/27/19,1100,11
12682,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: From single-day to multi-year revisits: matching sampling strategies to inferential goals,6/27/19,1115,11
12840,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Optimizing aerial seabird survey design: pitfalls and progress,6/27/19,1130,11
12670,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: What can we do with survey design specific biases in point-count data? Integrating roadside surveys and new technologies,6/27/19,1145,11
13404,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: What about those rare species? Study design implications for multi-species avian monitoring programs,6/27/19,1400,11
12845,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Estimation of Occupancy Parameters for Breeding Birds on the Basis of Single-Visit and Multiple-Visits Point-Count Designs,6/27/19,1415,11
12832,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: The impacts of temporary emigration on colonization and extinction estimates in dynamic occupancy models,6/27/19,1430,11
12984,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Nested sampling of forest restoration treatments reveals different species occupancy and richness patterns depending on spatial scale,6/27/19,1445,11
12770,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Broad-scale monitoring to evaluate the contribution of local conservation to regional bird populations,6/27/19,1500,11
12594,"Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: On point count sampling for understanding recruitment, survival and movement",6/27/19,1515,11
12699,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: A general framework to integrate repeated count and mark-resight data,6/27/19,1600,11
13199,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: The potential of citizen science data for population monitoring,6/27/19,1615,11
12954,"Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Scaling up by integrating standardized and unstandardized, community science count data: a case study in the Upper Mississippi River",6/27/19,1630,11
13028,Sym: Counting unmarked birds – Matching appropriate sampling and modeling techniques with particular research questions: Designing a Bird Survey for Latin America: the PROALAS protocol in eBird,6/27/19,1645,11
13510,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Life history trait variation across a tropical elevational gradient",6/27/19,1030,10
12730,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Phylogenetic and functional structure of avian communities along a tropical elevational gradient",6/27/19,1045,10
13116,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: The impact of species interactions on latitudinal gradients in trait evolution in birds",6/27/19,1100,10
12898,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Are rates of divergent evolution in ""biotic interaction"" traits faster in the tropics? A test using bird beaks",6/27/19,1115,10
12839,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Global biogeographic gradients in avian colouration",6/27/19,1130,10
13024,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Climate, habitat, and geographic range overlap drive plumage evolution and mimicry in woodpeckers",6/27/19,1145,10
13119,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Exploring the links between morphological form and ecological function in birds",6/27/19,1400,10
13048,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Stranger things: elaboration and innovation of island avifaunas",6/27/19,1415,10
13262,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Global raptor research and conservation priorities: Tropical raptors fall prey to knowledge gaps",6/27/19,1430,10
12967,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Global patterns and predictors of dispersal-trait variation in birds",6/27/19,1445,10
12698,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: What information do we need to anticipate the interaction pattern of a hummingbird?",6/27/19,1500,10
12824,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Sex biases in natural history collections and consequences for bird trait studies",6/27/19,1515,10
12655,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Responses of bird and plant communities to global change: coupled or decoupled?",6/27/19,1600,10
12828,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: Avian functional traits and the impacts of climate change on ecosystem function",6/27/19,1615,10
13011,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: How trait data help improving avian biodiversity forecasts under global change",6/27/19,1630,10
12644,"Sym: The Future of Global Bird Trait Datasets: A Game-changing Resource for Macroecology, Macroevolution and Conservation Biology?: The impacts of diversity and assembly history on community vulnerability",6/27/19,1645,10
12707,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Wild birds and One Health: Dynamic boundaries affect the health of birds, livestock, humans, and the environment",6/27/19,1030,9
12673,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Evolutionary changes following a successful host shift: the case of Mycoplasma gallisepticum",6/27/19,1045,9
12813,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Harmful algal blooms in northern waters: An emerging issue for Alaskan seabirds?",6/27/19,1115,9
12865,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Antibiotic resistance dissemination through wild birds",6/27/19,1400,9
12927,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Whole genome sequencing provides inference on the epidemiology of antibiotic resistant bacteria in wild birds",6/27/19,1430,9
13068,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Prevalence, diversity, and transmission of blood parasites in Alaskan avifauna",6/27/19,1445,9
13114,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: It’s not just flowerpots and tires: Defining the impacts of West Nile virus on a woodland bird, Ruffed Grouse",6/27/19,1600,9
12827,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Urban white ibises facing trade-offs in South Florida",6/27/19,1630,9
12708,"Sym: Wild birds and the One Health initiative: Dynamic boundaries affect the health of birds, livestock, humans, and the environment: Lessons learned from research and surveillance directed at highly pathogenic influenza viruses in wild birds of North America",6/27/19,1645,9
13183,Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Insights into adaptation and population change from long‐term studies of cavity nesting birds,6/27/19,1400,2
13174,Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Long-term responses to environmental change across multiple scales in the great tit,6/27/19,1415,2
12751,Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Long-term effects of environmental change on two cavity nesting passerines,6/27/19,1445,2
13258,"Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Using nestboxes to understand if landscape influences American Kestrel reproduction and movements along an urban gradient in Northern Utah, USA",6/27/19,1500,2
13221,"Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Connecting environment, stress coping capacity, and fitness: insights from a nest-box breeding population of Tree Swallows (Tachycineta bicolor)",6/27/19,1515,2
12786,Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Long-term dynamics of tree-cavity-nesting communities in temperate and subtropical forests,6/27/19,1600,2
12862,Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Population increases despite habitat saturation: what can we learn from five decades of research?,6/27/19,1630,2
12678,Sym: Long-term Studies of Cavity-nesting Birds: Windows into Environmental Change: Consequences of long-term habitat change and resource selection for population limitation in cavity-nesting birds,6/27/19,1645,2
12776,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Factors associated with Marbled Murrelet (Brachyramphus marmoratus) nesting activity in Western Oregon,6/27/19,1400,7
12725,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Can oceanic effects on growth and time to fledging mediate terrestrial predator limitation of an at-risk seabird?,6/27/19,1415,7
13144,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Breeding propensity and causes of nest failure for Marbled Murrelets in Washington State,6/27/19,1430,7
13498,"Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Breeding ecology of Kittlitz’s Murrelets in the Aleutian Islands, Alaska",6/27/19,1445,7
13396,"Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Space-use of nesting and non-nesting Brachyramphus murrelets in Icy Bay, Alaska, 2007–2012",6/27/19,1500,7
13148,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Wide-ranging movements and long nest-sea commutes by Marbled Murrelets in Washington,6/27/19,1515,7
13372,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Dispersal and marine habitat use during the breeding season by the Marbled Murrelet in Oregon,6/27/19,1600,7
13379,"Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Distribution and Use of Freshwater Habitats by Kittlitz’s Murrelets on Lakes in the Lower Wood River Lake System, Alaska",6/27/19,1615,7
13421,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Seasonal Offshore Distribution and Habitat Use of Brachyramphus Murrelets in Alaska,6/27/19,1630,7
13400,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Consistent post breeding movements of Marbled Murrelet from British Columbia to Alaska (2014-2016),6/27/19,1645,7
12889,Sym: Seabirds on the edge of two worlds: ecology and conservation of Brachyramphus murrelets in marine and terrestrial environments: Post-breeding migration of Kittlitz's Murrelets from the Gulf of Alaska to the Bering Sea and beyond,6/27/19,1700,7
12858,Sym: Translational ecology - producing actionable science: Creating a Win-Win for Ranchers and Waterbirds through Co-Produced Conservation (Social) Science,6/27/19,1400,8
12689,Sym: Translational ecology - producing actionable science: Co-production of a continental-scale movement and energetics-based framework for collaborative management of waterbird populations,6/27/19,1415,8
12848,Sym: Translational ecology - producing actionable science: Developing a unified framework for avian monitoring in Pacific Northwest estuaries,6/27/19,1430,8
